Date,Open,High,Low,Adj Close,Volume (BTC),Volume (Currency),Weighted Price,Weekday
1/31/2012,5.7,6.22,3.8,5.3,110.5033333,639.0785312,5.783341659,
2/1/2012,5.53,5.99,5.52,5.88,12.05880628,71.20269996,5.904622589,
2/2/2012,5.99,6.28,5.89,6.28,251.00093,1541.851904,6.142813509,
2/3/2012,6.29,6.35,5.93,6.3,155.5524532,950.7496675,6.112084046,
2/6/2012,5.6,5.9,5.2,5.6,29.17833833,161.8486793,5.546877875,
2/7/2012,5.5,5.88,5.5,5.69,165.405419,937.1347068,5.665683221,
2/8/2012,5.79,5.87,5.66,5.87,83.57202011,477.3320303,5.711624891,
2/9/2012,5.52,5.89,5.51,5.89,83.60318875,482.9098295,5.776213046,
2/10/2012,5.88,5.88,5.8,5.88,176.9305038,1040.23518,5.879343348,
2/13/2012,5.53,5.79,5.5,5.79,99.78443902,571.3115082,5.725456933,
2/14/2012,5.2,5.8,4.56,4.89,128.3449343,662.5272481,5.162083348,
2/15/2012,4.9,5.08,4.69,4.69,67.78916535,335.7068896,4.95222043,
2/16/2012,4.5,4.98,4.15,4.51,115.6239213,535.147307,4.628344213,
2/17/2012,4.67,4.8,4.5,4.67,244.6702892,1151.243869,4.705286748,
2/20/2012,4.72,4.72,4.4,4.44,315.9392536,1439.906722,4.557542961,
2/21/2012,4.52,4.58,4.3,4.58,358.4492015,1595.156713,4.450161155,
2/22/2012,4.47,4.59,4.46,4.51,75.30876636,341.3570384,4.532766303,
2/23/2012,4.59,5.22,4.55,5.22,714.8440093,3516.151067,4.918766921,
2/24/2012,5.12,5.22,4.95,4.95,37.59711782,193.547453,5.147933252,
2/27/2012,4.97,5.1,4.95,5.04,309.0523141,1563.056078,5.057577655,
2/28/2012,5.09,5.1,4.71,4.88,440.2413871,2211.574505,5.02354974,
2/29/2012,4.97,5,4.85,4.99,242.2378464,1197.869876,4.945015382,
3/1/2012,4.99,5.05,4.9,5,291.1635812,1455.037215,4.99731872,
3/2/2012,4.99,4.99,4.64,4.79,245.9747117,1166.586253,4.742708081,
3/5/2012,4.8,5.06,4.77,5.06,518.0545515,2569.922403,4.960717738,
3/6/2012,5,5.05,4.95,4.98,296.6279424,1481.534958,4.994590011,
3/7/2012,5.05,5.09,4.93,4.93,373.492345,1894.89873,5.07346069,
3/8/2012,4.94,5.08,4.87,5.01,326.5657549,1620.127647,4.961106982,
3/9/2012,5.01,5.07,4.93,4.93,277.5894793,1395.699012,5.027924743,
3/12/2012,4.85,4.99,4.85,4.99,108.76168,538.9385134,4.955224244,
3/13/2012,4.99,5.32,4.96,5.3,734.6539431,3715.632845,5.057664061,
3/14/2012,5.32,5.44,5.27,5.27,1129.743277,6047.71509,5.353176438,
3/15/2012,5.27,5.43,5.27,5.39,633.1678495,3394.01819,5.360376705,
3/16/2012,5.3,5.41,5.26,5.26,157.6979443,844.791342,5.357021906,
3/19/2012,5.24,5.37,4.83,4.83,415.1937568,2107.018595,5.074783906,
3/20/2012,4.82,4.97,4.79,4.79,279.7559171,1368.214023,4.890742035,
3/21/2012,4.9,4.96,4.9,4.96,9.32862903,46.03499999,4.934808731,
3/22/2012,4.86,4.98,4.72,4.91,396.4109947,1931.333801,4.872049026,
3/23/2012,4.73,4.89,4.6,4.78,393.1301848,1819.832912,4.62908467,
3/26/2012,4.6,4.75,4.54,4.73,64.76455997,295.6988308,4.565750635,
3/27/2012,4.54,4.97,4.54,4.84,369.5907962,1769.358354,4.787344198,
3/28/2012,4.75,4.95,4.72,4.93,418.6489635,2032.738212,4.855471741,
3/29/2012,4.93,4.93,4.77,4.84,110.3937031,534.7969847,4.844451899,
3/30/2012,4.81,4.91,4.76,4.88,161.3987942,783.9512483,4.857231134,
4/2/2012,4.8,5.04,4.78,5.04,888.5786116,4377.181292,4.92604845,
4/3/2012,5.04,5.04,4.86,4.99,244.3029013,1214.36568,4.970737857,
4/4/2012,4.92,5.01,4.86,5.01,305.4356409,1501.275422,4.915193975,
4/5/2012,4.99,5.04,4.89,5,400.8648852,1990.303582,4.965023517,
4/6/2012,4.9,4.99,4.81,4.99,725.9577176,3543.848235,4.881617964,
4/9/2012,4.7,4.85,4.7,4.75,158.5583246,756.915174,4.773733426,
4/10/2012,4.75,4.87,4.75,4.8,314.8176374,1515.548786,4.814052982,
4/11/2012,4.86,4.92,4.78,4.92,425.6046318,2073.104698,4.870963667,
4/12/2012,4.87,4.93,4.73,4.93,756.7945518,3667.964223,4.846710661,
4/13/2012,4.88,4.95,4.81,4.93,1102.265895,5395.335241,4.894767466,
4/16/2012,4.93,4.98,4.93,4.98,487.0075487,2414.163003,4.957136721,
4/17/2012,4.99,4.99,4.95,4.98,282.5153872,1407.381782,4.981611076,
4/18/2012,4.98,5.18,4.98,5.16,839.9317501,4285.059461,5.101675774,
4/19/2012,5.17,5.18,5.06,5.13,562.6517096,2877.433224,5.114057551,
4/20/2012,5.15,5.38,5.09,5.38,372.8358899,1927.011554,5.16852483,
4/23/2012,5.2,5.25,5,5,947.4609744,4873.922448,5.144193354,
4/24/2012,4.99,5.15,4.98,5.08,1975.831106,10045.4986,5.08418891,
4/25/2012,5.12,5.14,4.86,5.14,1634.213977,8194.995075,5.014640183,
4/26/2012,5.1,5.12,4.86,4.98,762.130218,3827.406379,5.021984812,
4/27/2012,5.03,5.08,4.99,5.04,718.0140109,3598.053611,5.011118942,
4/30/2012,4.92,5.02,4.87,5,490.5807776,2426.541163,4.946262214,
5/1/2012,4.94,5.04,4.86,4.97,831.7462259,4137.304693,4.974239214,
5/2/2012,5.01,5.15,5.01,5.06,495.3171434,2513.615906,5.074760564,
5/3/2012,5.06,5.13,5.05,5.1,645.0894016,3293.743588,5.105871496,
5/4/2012,5.1,5.15,5.07,5.07,776.0427635,3969.426006,5.114957826,
5/7/2012,5.05,5.08,4.97,5.05,874.4786446,4402.523566,5.034455207,
5/8/2012,5.06,5.08,4.99,5.02,640.5586873,3232.384299,5.046195397,
5/9/2012,5.02,5.08,5.01,5.02,350.2815947,1764.912364,5.038552956,
5/10/2012,5.02,5.04,4.87,4.87,907.1142934,4527.144354,4.990709977,
5/11/2012,4.97,4.97,4.87,4.95,413.8266568,2038.796519,4.926692095,
5/14/2012,4.93,4.99,4.88,4.93,718.7291177,3540.861297,4.926558852,
5/15/2012,4.95,5.01,4.9,4.95,600.9959638,2983.31625,4.963953886,
5/16/2012,5,5.04,4.98,5.04,178.0332215,892.0987537,5.010855537,
5/17/2012,5.02,5.03,5.01,5.02,611.2128322,3071.505429,5.025263325,
5/18/2012,5.03,5.07,5.03,5.07,912.5242698,4607.764033,5.049470119,
5/21/2012,5.04,5.09,5.01,5.08,354.0573956,1791.340373,5.059463227,
5/22/2012,5.05,5.07,5,5.03,678.0675855,3425.089848,5.051251411,
5/23/2012,5.02,5.1,5.02,5.1,558.1513127,2826.52784,5.064088852,
5/24/2012,5.08,5.12,5.04,5.12,904.7400956,4607.125057,5.092208336,
5/25/2012,5.09,5.1,5.08,5.08,274.9102625,1398.604582,5.087494986,
5/28/2012,5.08,5.08,5.07,5.07,180.6838332,917.6896741,5.078980549,
5/29/2012,5.07,5.12,4.95,5.11,1341.514304,6801.76803,5.070216552,
5/30/2012,5.07,5.14,5.07,5.14,748.4016813,3831.895882,5.120105923,
5/31/2012,5.14,5.17,5.1,5.17,1102.639914,5655.316803,5.128888162,
6/1/2012,5.17,5.24,5.16,5.22,473.6644106,2467.554625,5.209499742,
6/4/2012,5.18,5.24,5.14,5.22,1359.118309,7046.503508,5.184613775,
6/5/2012,5.22,5.49,5.22,5.37,929.1949514,4983.290899,5.363019775,
6/6/2012,5.39,5.49,5.37,5.41,770.8463097,4190.974831,5.436848796,
6/7/2012,5.41,5.53,5.4,5.53,1412.875207,7732.319295,5.472754606,
6/8/2012,5.48,5.63,5.46,5.61,1397.449021,7776.038687,5.56445249,
6/11/2012,5.48,5.57,5.4,5.52,667.6721661,3645.374,5.459826222,
6/12/2012,5.57,5.9,5.53,5.71,9330.407964,54760.49477,5.869035415,
6/13/2012,5.77,6,5.71,5.86,1690.197407,9900.866631,5.857816719,
6/14/2012,5.86,5.91,5.79,5.9,3236.508726,18903.8966,5.840829795,
6/15/2012,5.88,6.42,5.56,6.42,2041.447287,11963.30827,5.860209244,
6/18/2012,6.13,6.34,5.98,6.06,2483.098653,15257.80749,6.144664238,
6/19/2012,6.13,6.49,6.13,6.46,1389.048837,8907.1497,6.412409314,
6/20/2012,6.4,6.65,6.26,6.64,2075.984567,13567.25689,6.5353361,
6/21/2012,6.66,6.69,6.64,6.64,480.8420191,3201.478837,6.658067951,
6/22/2012,6.64,6.67,6.48,6.59,963.1607986,6367.152991,6.610685361,
6/25/2012,6.35,6.35,6.11,6.26,1956.728215,12222.0753,6.246179311,
6/26/2012,6.26,6.46,6.17,6.41,2273.098601,14395.29359,6.332894483,
6/27/2012,6.41,6.68,6.34,6.49,11231.77829,73445.14627,6.539048795,
6/28/2012,6.49,6.54,5.99,6.5,4266.150568,26772.77991,6.275629395,
6/29/2012,6.5,6.63,6.49,6.52,8127.555002,52910.43382,6.510006245,
7/2/2012,6.55,6.64,6.52,6.61,1792.236132,11809.44561,6.589224154,
7/3/2012,6.61,6.66,6.4,6.44,1936.390571,12722.28843,6.570104511,
7/4/2012,6.44,6.55,6.36,6.44,2014.688732,13045.05512,6.47497299,
7/5/2012,6.52,6.66,6.52,6.6,1406.971932,9291.8932,6.604178086,
7/6/2012,6.59,6.6,6.39,6.59,1662.615105,10843.36595,6.521873838,
7/9/2012,6.77,6.99,6.55,6.94,1751.755528,11902.00874,6.794332059,
7/10/2012,6.95,7.13,6.95,7.08,1495.144289,10504.39882,7.025675651,
7/11/2012,7.08,7.15,7.04,7.14,751.6620754,5345.829365,7.112011553,
7/12/2012,7.15,7.59,7.1,7.59,2325.837575,16706.65798,7.183071663,
7/13/2012,7.6,7.69,7.46,7.59,1204.545737,9144.078773,7.591308897,
7/16/2012,7.57,8.3,7.14,8.3,3680.082593,28112.91585,7.639207856,
7/17/2012,8.3,8.8,7.7,8.55,3658.89689,30014.69177,8.20320787,
7/18/2012,8.5,9.15,8.36,9,2613.84283,22817.78935,8.72959502,
7/19/2012,9.06,9.2,8.76,8.76,2512.841399,22765.40769,9.059627756,
7/20/2012,8.76,8.76,7.93,8.44,1378.665129,11284.56455,8.185138153,
7/23/2012,8.42,8.88,8.1,8.59,2585.861621,22225.46712,8.594994774,
7/24/2012,8.59,8.8,8.25,8.61,1298.898505,11148.28203,8.582873865,
7/25/2012,8.59,8.64,8.24,8.64,1795.459774,15281.0642,8.510947683,
7/26/2012,8.64,8.83,8.45,8.75,837.6785892,7224.829866,8.624823362,
7/27/2012,8.76,8.91,8.76,8.83,687.4967153,6094.415863,8.864647244,
7/30/2012,8.7,9,8.54,9,2423.613506,21078.35347,8.69707708,
7/31/2012,9,9.28,8.92,9.28,1324.425751,12141.47605,9.167351241,
8/1/2012,9.28,9.5,8.9,9.45,2419.606073,22568.95115,9.327531205,
8/2/2012,9.45,10.52,9.4,10.44,2209.709261,21163.18741,9.577362862,
8/3/2012,10.4,12,10.1,10.79,2419.413431,26081.29383,10.78000704,
8/6/2012,10.71,10.99,10.43,10.84,2070.078121,22226.74578,10.73715313,
8/7/2012,10.86,10.87,10.72,10.75,1039.03555,11186.18622,10.76593214,
8/8/2012,10.75,11.04,10.7,10.99,2746.094619,29919.44663,10.89527157,
8/9/2012,11,12.49,10.79,11,2432.994733,27273.43404,11.20982042,
8/10/2012,11,11.5,10.9,11.32,2554.439056,28345.94411,11.09673924,
8/13/2012,11.42,11.98,11.4,11.89,3499.585971,40698.51593,11.62952311,
8/14/2012,11.9,12.3,11.81,12.25,1925.973149,23207.39139,12.04969623,
8/15/2012,12.13,13.2,12.13,13.01,1592.267794,19913.77848,12.50655107,
8/16/2012,13.14,13.5,12.75,13.42,1529.329074,20345.70071,13.30367745,
8/17/2012,13.49,16.41,11.5,12.5,4868.278865,69361.30686,14.24760347,
8/20/2012,8.09,10.33,7.86,10.05,3382.499653,30656.23609,9.063189723,
8/21/2012,9.79,10.51,9.53,10.18,3384.919443,34338.99975,10.14470221,
8/22/2012,9.99,10.71,9.75,9.96,8193.331295,84387.94757,10.29958933,
8/23/2012,9.96,10.19,9.78,10.02,2710.255412,27095.00128,9.997213237,
8/24/2012,10.03,10.51,9.83,10.37,4170.89274,42191.81915,10.11577659,
8/27/2012,10.31,11.93,10.31,10.78,4283.774476,47639.93857,11.12101929,
8/28/2012,10.9,11.21,10.63,11,2970.101213,32516.00898,10.94777809,
8/29/2012,11,11.05,10.49,10.78,4768.860111,51406.94695,10.77971376,
8/30/2012,10.81,10.91,10.51,10.65,1513.88397,16231.94495,10.72205352,
8/31/2012,10.65,10.8,9.69,10.16,2915.129257,30015.31234,10.29639158,
9/3/2012,10.17,10.55,9.95,10.55,1166.651014,12047.29363,10.32639023,
9/4/2012,10.36,10.5,10.14,10.36,2649.659909,27351.46849,10.32263363,
9/5/2012,10.38,10.99,10.12,10.99,1870.389031,19601.41586,10.47986036,
9/6/2012,10.9,11.15,10.68,11.02,3296.232115,35837.38667,10.87222787,
9/7/2012,11.03,11.1,10.83,11.03,1351.770112,14879.13098,11.007146,
9/10/2012,10.85,11.08,10.74,10.95,2492.060908,27171.81441,10.90335084,
9/11/2012,10.95,11.04,10.38,11.04,4794.963589,51749.35332,10.79243927,
