Date,Open,High,Low,Close,Adj Close,Volume
11/4/2011,171.029999,171.339996,170.160004,170.850006,170.850006,11060400
11/7/2011,172.850006,175,172.710007,174.979996,174.979996,20131900
11/8/2011,174.350006,175.460007,172.899994,173.529999,173.529999,16054200
11/9/2011,174.279999,174.809998,171.610001,172.070007,172.070007,12313900
11/10/2011,172.429993,172.589996,168.830002,171.139999,171.139999,11848700
11/11/2011,172.100006,174.050003,172.070007,173.960007,173.960007,8727100
11/14/2011,173.740005,173.860001,172.589996,173.199997,173.199997,5886400
11/15/2011,173.350006,173.809998,171.899994,173.360001,173.360001,9167900
11/16/2011,171.630005,172.960007,170.570007,171.509995,171.509995,15093300
11/17/2011,170.039993,170.300003,166.389999,167.100006,167.100006,28468900
11/18/2011,167.229996,168.690002,166.600006,167.619995,167.619995,14172900
11/21/2011,166.610001,166.710007,162.070007,163.5,163.5,22030700
11/22/2011,164.740005,165.919998,164.610001,165.309998,165.309998,12094400
11/23/2011,164.550003,165.369995,163.119995,164.830002,164.830002,11483300
11/25/2011,163.330002,165.199997,163.289993,163.399994,163.399994,6098000
11/28/2011,166.929993,167.139999,165.979996,166.630005,166.630005,12004000
11/29/2011,166.399994,167.330002,166.080002,166.880005,166.880005,9198900
11/30/2011,169.699997,170.300003,169.059998,170.130005,170.130005,11821600
12/1/2011,169.850006,170.570007,168.589996,169.630005,169.630005,11610300
12/2/2011,170.649994,170.800003,169.360001,169.820007,169.820007,8433200
12/5/2011,169.059998,169.949997,167.059998,167.320007,167.320007,10246700
12/6/2011,166.309998,168.570007,165.529999,168.179993,168.179993,10381900
12/7/2011,168.789993,169.520004,167.759995,169.399994,169.399994,10361300
12/8/2011,166.960007,167.630005,165.729996,165.979996,165.979996,11734500
12/9/2011,166.429993,167.339996,166.119995,166.399994,166.399994,8354000
12/12/2011,162.350006,162.410004,161.139999,161.990005,161.990005,15339400
12/13/2011,161.860001,163.190002,157.759995,158.449997,158.449997,25040400
12/14/2011,156.789993,157.339996,152.050003,152.889999,152.889999,42334400
12/15/2011,154.740005,154.949997,151.710007,152.330002,152.330002,21521900
12/16/2011,154.309998,155.369995,153.899994,155.229996,155.229996,18124300
12/19/2011,155.479996,155.860001,154.360001,154.869995,154.869995,12547200
12/20/2011,156.820007,157.429993,156.580002,156.979996,156.979996,9136300
12/21/2011,156.979996,157.529999,156.130005,157.160004,157.160004,11996100
12/22/2011,156.350006,156.800003,155.330002,156.039993,156.039993,9888400
12/23/2011,156.350006,156.490005,155.820007,156.309998,156.309998,3565100
12/27/2011,155.080002,155.550003,154.539993,154.910004,154.910004,4918600
12/28/2011,154.050003,154.259995,150.660004,151.029999,151.029999,16436100
12/29/2011,149.089996,150.720001,148.270004,150.339996,150.339996,19812200
12/30/2011,152.139999,153.75,151.789993,151.990005,151.990005,10852700
1/3/2012,154.759995,156.300003,154.550003,155.919998,155.919998,13385800
1/4/2012,155.429993,157.380005,155.339996,156.710007,156.710007,11549700
1/5/2012,155.369995,158.029999,155.25,157.779999,157.779999,11621600
1/6/2012,158.589996,158.630005,156.380005,157.199997,157.199997,9790500
1/9/2012,157.360001,157.589996,156.190002,156.5,156.5,8771900
1/10/2012,158.970001,159.470001,158.470001,158.639999,158.639999,8371400
1/11/2012,159.339996,160.050003,158.910004,159.669998,159.669998,7968500
1/12/2012,161.020004,161.619995,159.830002,160.380005,160.380005,8602500
1/13/2012,159.320007,159.589996,158.009995,159.259995,159.259995,8910300
1/17/2012,161.169998,161.649994,160.419998,160.5,160.5,8313300
1/18/2012,159.940002,161.639999,159.679993,161.600006,161.600006,9341200
1/19/2012,160.960007,161.449997,160.330002,161.220001,161.220001,8114200
1/20/2012,160.5,162.089996,160,162.070007,162.070007,11616700
1/23/2012,162.320007,163.470001,162.320007,163.160004,163.160004,8832100
1/24/2012,161.809998,162.369995,161.529999,162.009995,162.009995,7502100
1/25/2012,161.070007,166.550003,160.289993,166.419998,166.419998,28957700
1/26/2012,168.050003,168.309998,167.050003,167.270004,167.270004,19143800
1/27/2012,167.440002,169,167.410004,168.970001,168.970001,13030100
1/30/2012,168.190002,168.539993,167.740005,168.029999,168.029999,8438000
1/31/2012,169.770004,169.860001,167.720001,169.309998,169.309998,11192500
2/1/2012,169.75,170.179993,169.080002,169.559998,169.559998,7734200
2/2/2012,169.960007,171.229996,169.679993,171.050003,171.050003,11509600
2/3/2012,169.880005,170.139999,167.509995,167.639999,167.639999,23355300
2/6/2012,166.960007,167.679993,166.610001,167.179993,167.179993,8807400
2/7/2012,167.380005,170.089996,167.149994,169.699997,169.699997,11614300
2/8/2012,169.259995,169.960007,167.5,168.5,168.5,10655500
2/9/2012,170.009995,170.369995,167.669998,168.020004,168.020004,16085200
2/10/2012,166.490005,167.639999,166.330002,167.139999,167.139999,10326800
2/13/2012,167.330002,167.940002,166.740005,167.509995,167.509995,7088900
2/14/2012,167.649994,167.929993,166.419998,167.119995,167.119995,7862500
2/15/2012,168.630005,168.75,167.190002,168.110001,168.110001,11638500
2/16/2012,166.330002,168.139999,166.169998,168,168,10734000
2/17/2012,168.289993,168.330002,166.869995,167.350006,167.350006,7286900
2/21/2012,169.649994,171.070007,169.589996,171.020004,171.020004,13611200
2/22/2012,170.399994,173.169998,170.190002,172.940002,172.940002,16676500
2/23/2012,172.690002,173.770004,172.279999,173.020004,173.020004,11654200
2/24/2012,172.630005,173.039993,172,172.229996,172.229996,9293700
2/27/2012,172.139999,172.919998,171.580002,171.699997,171.699997,7340900
2/28/2012,172.839996,174,172.600006,173.490005,173.490005,12413000
2/29/2012,173.190002,173.589996,164,164.289993,164.289993,44149000
3/1/2012,166.100006,167.720001,165.75,166.610001,166.610001,19200700
3/2/2012,166.229996,166.830002,165.630005,166.339996,166.339996,9298100
3/5/2012,165.770004,165.910004,164.550003,165.649994,165.649994,12071400
3/6/2012,162.149994,162.809998,161.779999,162.699997,162.699997,15533200
3/7/2012,162.759995,164.020004,162.509995,163.630005,163.630005,9553300
3/8/2012,164.740005,165.550003,164.050003,165.279999,165.279999,8858200
3/9/2012,163.639999,166.570007,163.25,166.380005,166.380005,13698200
3/12/2012,165.330002,165.580002,164.399994,165.070007,165.070007,6523800
3/13/2012,163.940002,165.410004,161.429993,162.300003,162.300003,20047000
3/14/2012,159.610001,160.580002,158.800003,159.570007,159.570007,28822100
3/15/2012,159.729996,161.979996,159.279999,161.080002,161.080002,12689300
3/16/2012,160.080002,161.539993,159.919998,161.300003,161.300003,12549200
3/19/2012,160.850006,162.300003,160.720001,161.589996,161.589996,9920800
3/20/2012,160.199997,161.080002,159.770004,160.130005,160.130005,11643700
3/21/2012,160.630005,161.479996,160.149994,160.210007,160.210007,6672700
3/22/2012,158.199997,159.710007,158.130005,159.570007,159.570007,11107700
3/23/2012,160.880005,161.880005,160.520004,161.529999,161.529999,10689000
3/26/2012,163.169998,164.539993,162.949997,164.399994,164.399994,13226700
3/27/2012,164.520004,164.889999,163.130005,163.240005,163.240005,10908700
3/28/2012,162.710007,162.979996,160.660004,161.509995,161.509995,11008200
3/29/2012,161.139999,161.460007,159.809998,161.279999,161.279999,11026900
3/30/2012,161.669998,162.330002,161.220001,162.119995,162.119995,7534000
4/2/2012,161.960007,163.559998,161.809998,162.940002,162.940002,7541700
4/3/2012,163.229996,163.229996,159.169998,159.889999,159.889999,16822300
4/4/2012,157.699997,158.029999,156.580002,157.210007,157.210007,15975600
4/5/2012,157.869995,158.679993,157.779999,158.309998,158.309998,8967700
4/9/2012,159.720001,160.009995,158.910004,159.369995,159.369995,8245800
4/10/2012,159.660004,161.580002,158.470001,161.100006,161.100006,14288500
4/11/2012,161.199997,161.539993,160.740005,161.070007,161.070007,10005400
4/12/2012,160.740005,163.199997,160.460007,162.699997,162.699997,9229900
4/13/2012,162.449997,162.460007,160.169998,160.850006,160.850006,10041000
4/16/2012,160.509995,161.179993,159.529999,160.460007,160.460007,6670500
4/17/2012,160.539993,160.960007,158.75,160.25,160.25,7587100
4/18/2012,159.490005,160.119995,159.070007,159.309998,159.309998,7463000
4/19/2012,160,160.639999,159.020004,159.429993,159.429993,9914400
4/20/2012,159.25,159.910004,159.199997,159.539993,159.539993,9148800
4/23/2012,158.199997,159.179993,157.880005,159.070007,159.070007,8876800
4/24/2012,159.630005,160.179993,159.289993,159.300003,159.300003,5200600
4/25/2012,159.479996,159.960007,157.759995,159.619995,159.619995,15093700
4/26/2012,160.460007,161.380005,160.100006,161.029999,161.029999,10918700
4/27/2012,161.779999,161.970001,161.149994,161.380005,161.380005,8906600
4/30/2012,160.490005,161.880005,160.309998,161.880005,161.880005,8007300
5/1/2012,162.089996,162.179993,160.889999,161.320007,161.320007,7414800
5/2/2012,160.740005,160.779999,159.759995,160.589996,160.589996,5632300
5/3/2012,159.160004,159.479996,158.369995,158.970001,158.970001,13172000
5/4/2012,158.820007,159.979996,158.570007,159.470001,159.470001,11389600
5/7/2012,159.309998,159.339996,158.449997,159.080002,159.080002,4927800
5/8/2012,156.610001,156.729996,154.919998,156,156,17852300
5/9/2012,154.100006,154.979996,153.600006,154.470001,154.470001,13864000
5/10/2012,155.160004,155.570007,154.639999,154.770004,154.770004,7460100
5/11/2012,153.440002,154.470001,153.240005,153.559998,153.559998,8285600
5/14/2012,151.580002,152.029999,151,151.330002,151.330002,13388200
5/15/2012,151.160004,151.440002,149.630005,149.740005,149.740005,13354500
5/16/2012,149.479996,150.699997,148.600006,149.460007,149.460007,16750700
5/17/2012,150.830002,153.399994,150.380005,152.800003,152.800003,18080700
5/18/2012,154.460007,155.130005,153.970001,154.550003,154.550003,12994200
5/21/2012,154.110001,154.949997,153.860001,154.649994,154.649994,7542400
5/22/2012,153.589996,154.419998,151.550003,152.080002,152.080002,11302700
5/23/2012,151.5,151.839996,148.839996,151.619995,151.619995,18854500
5/24/2012,152.710007,152.910004,150.619995,151.410004,151.410004,9697100
5/25/2012,151.889999,152.850006,151.630005,152.679993,152.679993,6212900
5/29/2012,153.470001,153.619995,150.25,151.020004,151.020004,11243100
5/30/2012,149.740005,152.380005,148.529999,151.910004,151.910004,16764800
5/31/2012,152.029999,152.710007,150.619995,151.619995,151.619995,10114300
6/1/2012,155.410004,158.309998,154.869995,157.5,157.5,27399400
6/4/2012,157.259995,157.440002,156.160004,157.320007,157.320007,11462100
6/5/2012,156.919998,157.270004,156.419998,157.139999,157.139999,8095300
6/6/2012,158.899994,159.199997,156.589996,157.210007,157.210007,15771600
6/7/2012,157.820007,157.839996,153.190002,154.5,154.5,18921600
6/8/2012,153.020004,154.830002,153,154.729996,154.729996,11074800
6/11/2012,154.830002,155.399994,153.550003,155.360001,155.360001,9166600
6/12/2012,155.490005,157.039993,155.449997,156.460007,156.460007,13241100
6/13/2012,157.610001,157.649994,156.419998,157.119995,157.119995,10109800
6/14/2012,157.639999,157.940002,156.240005,157.75,157.75,11502400
6/15/2012,157.75,158.460007,157.419998,157.839996,157.839996,13099300
6/18/2012,157.460007,158.210007,156.539993,157.929993,157.929993,6733000
6/19/2012,158,158.139999,156.970001,157.160004,157.160004,6945900
6/20/2012,156,157.369995,154.259995,155.970001,155.970001,16970200
6/21/2012,153.729996,154.229996,151.800003,152.020004,152.020004,14447500
6/22/2012,152.039993,152.699997,151.210007,152.639999,152.639999,6755200
6/25/2012,152.580002,154.160004,152.25,153.759995,153.759995,6183600
6/26/2012,153.029999,153.300003,152.130005,152.619995,152.619995,6123400
6/27/2012,153.300003,153.449997,152.149994,152.830002,152.830002,4840700
6/28/2012,151.899994,152.160004,150.149994,151.050003,151.050003,8755600
6/29/2012,155.130005,155.949997,154.520004,155.190002,155.190002,10378200
7/2/2012,154.669998,155.550003,154.339996,155.089996,155.089996,3654200
7/3/2012,156.970001,157.720001,156.770004,157.460007,157.460007,5037700
7/5/2012,155.440002,156.399994,154.449997,155.679993,155.679993,5359900
7/6/2012,154.229996,154.490005,152.949997,153.710007,153.710007,7045700
7/9/2012,153.610001,154.580002,153.429993,154.039993,154.039993,4468500
7/10/2012,155.130005,155.179993,151.779999,152.149994,152.149994,9747900
7/11/2012,152.580002,153.449997,152.020004,152.990005,152.990005,6838500
7/12/2012,151.259995,153.070007,150.850006,152.589996,152.589996,11394800
7/13/2012,153.449997,154.940002,153.440002,154.139999,154.139999,5080300
7/16/2012,154.429993,154.75,153.979996,154.210007,154.210007,5710900
7/17/2012,154.009995,154.5,152.449997,153.470001,153.470001,13021800
7/18/2012,152.669998,153.600006,152.399994,153.050003,153.050003,6807600
7/19/2012,153.729996,154.320007,152.929993,153.380005,153.380005,6070000
7/20/2012,152.970001,154,152.75,153.669998,153.669998,8583800
7/23/2012,152.5,153.330002,152.289993,153.029999,153.029999,5256700
7/24/2012,153.630005,153.800003,152.199997,153.520004,153.520004,6538900
7/25/2012,155.330002,156.289993,155.050003,155.669998,155.669998,9355900
7/26/2012,156.699997,157.259995,156.050003,156.770004,156.770004,7343500
7/27/2012,157.639999,157.960007,156.660004,157.539993,157.539993,9772600
7/30/2012,156.839996,157.660004,154.809998,157.429993,157.429993,7212100
7/31/2012,157.600006,157.720001,156.259995,156.490005,156.490005,10919700
8/1/2012,155.179993,155.789993,154.410004,155.139999,155.139999,12714500
8/2/2012,154.660004,155.139999,153.610001,154.130005,154.130005,11538800
8/3/2012,154.649994,155.889999,154.419998,155.550003,155.550003,10670700
8/6/2012,155.919998,156.729996,155.740005,156.300003,156.300003,4610800
8/7/2012,156.369995,156.630005,156.009995,156.279999,156.279999,5923300
8/8/2012,156.490005,156.860001,156.259995,156.479996,156.479996,3620500
8/9/2012,156.360001,157,156.279999,156.990005,156.990005,3177800
8/10/2012,156.899994,157.820007,156.649994,157.179993,157.179993,4608000
8/13/2012,157.050003,157.449997,155.899994,155.990005,155.990005,4573300
8/14/2012,155.059998,155.580002,154.830002,155.130005,155.130005,5075200
8/15/2012,155.320007,155.820007,155.270004,155.630005,155.630005,4993900
8/16/2012,155.850006,157.089996,155.5,156.559998,156.559998,8838300
8/17/2012,157.059998,157.070007,156.220001,156.720001,156.720001,7812100
8/20/2012,156.520004,157.399994,156.470001,157.259995,157.259995,7846200
8/21/2012,158.809998,159.199997,158.690002,158.830002,158.830002,11833100
8/22/2012,159.190002,160.630005,158.509995,160.539993,160.539993,13605900
8/23/2012,161.410004,162.449997,161.229996,161.889999,161.889999,17237600
8/24/2012,161.869995,162.350006,161.330002,161.970001,161.970001,8497200
8/27/2012,161.770004,162.289993,161.339996,161.360001,161.360001,5380200
8/28/2012,161.630005,162.190002,161.300003,161.639999,161.639999,5074200
8/29/2012,161.600006,161.679993,160.179993,160.589996,160.589996,9287700
8/30/2012,161.259995,161.309998,160.009995,160.520004,160.520004,5813700
8/31/2012,161.139999,164.220001,159.559998,164.220001,164.220001,18024200
9/4/2012,164.110001,164.770004,163.660004,164.479996,164.479996,12034800
9/5/2012,164.119995,164.389999,163.809998,164.309998,164.309998,8401900
9/6/2012,165.160004,165.779999,164.800003,164.889999,164.889999,12961100
9/7/2012,167.770004,169,167.369995,168.440002,168.440002,19138600
9/10/2012,167.839996,168.139999,167.229996,167.289993,167.289993,7760600
9/11/2012,168.220001,168.529999,167.789993,167.899994,167.899994,7522900
9/12/2012,168.839996,168.869995,167.25,167.919998,167.919998,9945400
9/13/2012,167.869995,171.910004,166.300003,171.309998,171.309998,28336900
9/14/2012,171.889999,172.229996,171.309998,171.800003,171.800003,16847500
9/17/2012,171.770004,171.960007,170.059998,170.399994,170.399994,11281600
9/18/2012,170.809998,171.949997,170.669998,171.720001,171.720001,12486600
9/19/2012,171.880005,172.029999,171.190002,171.740005,171.740005,9125800
9/20/2012,171.029999,171.690002,170.229996,171.470001,171.470001,8703000
9/21/2012,172.929993,173.179993,171.539993,171.960007,171.960007,13361300
9/24/2012,170.630005,171.389999,170.570007,171.050003,171.050003,9177900
9/25/2012,171.759995,172.110001,170.5,170.770004,170.770004,10365300
9/26/2012,169.460007,170.050003,168.339996,169.809998,169.809998,12064800
9/27/2012,171.020004,172.600006,170.759995,172.339996,172.339996,10539500
9/28/2012,172.029999,172.479996,171.339996,171.889999,171.889999,9681200
10/1/2012,172.830002,173.619995,171.770004,172.289993,172.289993,10676400
10/2/2012,172.470001,172.699997,171.589996,172.100006,172.100006,7053900
10/3/2012,172.509995,172.610001,171.889999,172.410004,172.410004,5647600
10/4/2012,173.199997,174.070007,172.919998,173.610001,173.610001,10376800
10/5/2012,172.869995,173.369995,172.009995,172.619995,172.619995,8871000
10/8/2012,171.75,172.279999,171.679993,172.050003,172.050003,3749300
10/9/2012,171.860001,172.169998,170.559998,170.990005,170.990005,7750700
10/10/2012,170.539993,171.339996,170.300003,170.839996,170.839996,7361300
10/11/2012,171.300003,171.949997,171.130005,171.320007,171.320007,5714900
10/12/2012,171.149994,171.410004,169.809998,170.059998,170.059998,8266000
10/15/2012,169.009995,169.100006,167.529999,168.350006,168.350006,10704900
10/16/2012,168.869995,169.449997,168.669998,169.419998,169.419998,6204000
10/17/2012,169.210007,169.949997,168.919998,169.539993,169.539993,5203400
10/18/2012,168.800003,169.309998,168.589996,168.789993,168.789993,6607100
10/19/2012,168.419998,168.449997,166.229996,166.970001,166.970001,13860400
10/22/2012,167.080002,167.630005,167.029999,167.580002,167.580002,6366200
10/23/2012,166.039993,166.059998,165.119995,165.429993,165.429993,11892500
10/24/2012,165.779999,165.830002,164.600006,164.860001,164.860001,10794600
10/25/2012,166.289993,166.529999,165.770004,166.020004,166.020004,7013800
10/26/2012,166.229996,166.600006,165.770004,165.929993,165.929993,6441300
10/31/2012,166.470001,167.279999,166.380005,166.830002,166.830002,4681500
11/1/2012,167.020004,167.039993,166.039993,166.070007,166.070007,6018000
11/2/2012,164.449997,164.470001,162.300003,162.600006,162.600006,14763100
11/5/2012,163.119995,163.419998,162.809998,163.229996,163.229996,6156200
11/6/2012,163.910004,166.770004,163.610001,166.300003,166.300003,16051800
11/7/2012,166.869995,167.130005,165.039993,166.490005,166.490005,13195200
11/8/2012,166.139999,168.160004,166.119995,167.990005,167.990005,8829000
11/9/2012,168.210007,168.539993,167.550003,167.820007,167.820007,7361000
11/12/2012,168.100006,168.279999,167.210007,167.449997,167.449997,5647600
11/13/2012,166.660004,167.940002,166.630005,167.100006,167.100006,6463300
11/14/2012,167.460007,168.039993,166.779999,167.139999,167.139999,8510500
11/15/2012,167,167.050003,165.179993,166.089996,166.089996,10023200
11/16/2012,165.740005,166.360001,165.470001,165.880005,165.880005,6944000
11/19/2012,167.75,168.160004,167.380005,167.869995,167.869995,6764500
11/20/2012,167.75,168.020004,166.839996,167.389999,167.389999,5496100
11/21/2012,167.190002,167.820007,166.970001,167.559998,167.559998,3810700
11/23/2012,167.970001,170.009995,167.800003,169.610001,169.610001,6110100
11/26/2012,169.559998,169.729996,169.25,169.429993,169.429993,5377700
11/27/2012,169.139999,169.399994,168.619995,168.710007,168.710007,7314400
11/28/2012,165.429993,166.839996,165.380005,166.550003,166.550003,12880100
11/29/2012,167.139999,167.5,166.850006,167.179993,167.179993,7446800
11/30/2012,166.940002,167.220001,165.529999,166.050003,166.050003,8412300
12/3/2012,166.110001,166.919998,166.039993,166.130005,166.130005,6363400
12/4/2012,164.059998,164.830002,163.869995,164.419998,164.419998,10208900
12/5/2012,164.220001,164.5,163.199997,164.119995,164.119995,10646800
12/6/2012,163.720001,165,163.529999,164.5,164.5,7301600
12/7/2012,164.880005,165.220001,164.600006,165.160004,165.160004,7289500
12/10/2012,166.110001,166.160004,165.710007,165.800003,165.800003,4646600
12/11/2012,165.449997,165.660004,165.119995,165.649994,165.649994,4724000
12/12/2012,166.199997,166.940002,165.360001,165.770004,165.770004,14164700
12/13/2012,163.869995,164.899994,163.779999,164.369995,164.369995,9332800
12/14/2012,164.169998,164.479996,164.020004,164.130005,164.130005,5351700
12/17/2012,164.160004,164.619995,164.130005,164.440002,164.440002,8173300
12/18/2012,164.350006,164.429993,160.899994,162.080002,162.080002,23995000
12/19/2012,161.309998,162.220001,161.110001,161.690002,161.690002,12991600
12/20/2012,159.869995,160.119995,158.389999,159.729996,159.729996,25148400
12/21/2012,159.820007,160.759995,159.779999,160.330002,160.330002,13445400
12/24/2012,160.880005,160.960007,160.470001,160.619995,160.619995,3699400
12/26/2012,161.360001,161.490005,160.639999,160.779999,160.779999,4961800
12/27/2012,160.229996,161.309998,160.050003,161.160004,161.160004,8937700
12/28/2012,160.940002,160.970001,160.149994,160.539993,160.539993,6852900
12/31/2012,160.899994,162.75,160.770004,162.020004,162.020004,11786200
1/2/2013,163.490005,164.139999,163.139999,163.169998,163.169998,10431800
1/3/2013,162.479996,162.880005,160.830002,161.199997,161.199997,16117500
1/4/2013,159.520004,160.630005,158.889999,160.440002,160.440002,19179800
1/7/2013,159.360001,159.960007,159.149994,159.429993,159.429993,9361800
1/8/2013,160.460007,160.990005,160.009995,160.559998,160.559998,7694800
1/9/2013,160.770004,160.830002,159.899994,160.490005,160.490005,8334200
1/10/2013,161.610001,162.559998,161.610001,161.979996,161.979996,11432600
1/11/2013,161.860001,161.899994,160.110001,161.059998,161.059998,13675600
1/14/2013,161.880005,161.970001,161.130005,161.539993,161.539993,7289000
1/15/2013,162.800003,163.169998,162.350006,162.559998,162.559998,10077800
1/16/2013,162.419998,163.029999,162.149994,162.649994,162.649994,9214700
1/17/2013,161.940002,164.399994,161.830002,163.350006,163.350006,14911400
1/18/2013,163.949997,163.970001,163.020004,163.089996,163.089996,10038100
1/22/2013,163.479996,164.220001,163.369995,163.669998,163.669998,8587900
1/23/2013,163.919998,163.949997,163,163.210007,163.210007,6697000
1/24/2013,161.979996,162.270004,161.179993,161.419998,161.419998,13188300
1/25/2013,160.559998,161.039993,160.309998,160.649994,160.649994,9037400
1/28/2013,160.240005,160.729996,160.020004,160.289993,160.289993,8491600
1/29/2013,161.009995,161.309998,160.690002,160.990005,160.990005,7364900
1/30/2013,162.679993,163.039993,162.029999,162.190002,162.190002,12010000
1/31/2013,161.619995,161.809998,160.470001,161.199997,161.199997,9334000
2/1/2013,162.660004,162.770004,160.869995,161.449997,161.449997,12904300
2/4/2013,161.190002,162.419998,161.149994,162,162,7354900
2/5/2013,162.75,162.789993,161.330002,161.960007,161.960007,8979400
2/6/2013,162.130005,162.630005,161.990005,162.389999,162.389999,6138700
2/7/2013,161.240005,162.960007,161.130005,161.839996,161.839996,12827200
2/8/2013,161.460007,162.020004,161.199997,161.570007,161.570007,6085900
2/11/2013,159.779999,159.979996,159.25,159.699997,159.699997,12083500
2/12/2013,159.350006,160.050003,158.880005,159.889999,159.889999,7632300
2/13/2013,159.600006,159.639999,158.770004,159.050003,159.050003,8961300
2/14/2013,159.309998,159.649994,158.039993,158.350006,158.350006,12410200
2/15/2013,156.419998,156.580002,154.559998,155.759995,155.759995,23374100
2/19/2013,155.800003,155.839996,154.929993,155.330002,155.330002,11803900
2/20/2013,153.899994,153.929993,150.839996,151.440002,151.440002,30924000
2/21/2013,152,153.410004,151.899994,152.619995,152.619995,17964800
2/22/2013,152.259995,152.990005,151.929993,152.970001,152.970001,10093200
2/25/2013,153.520004,154.559998,153.309998,154.339996,154.339996,9488200
2/26/2013,154.389999,156.800003,153.320007,156.220001,156.220001,18182300
2/27/2013,155.460007,155.600006,154.080002,154.570007,154.570007,9596100
2/28/2013,154.089996,154.160004,152.389999,153,153,14864400
3/1/2013,153.160004,153.610001,152.139999,152.440002,152.440002,11178800
3/4/2013,152.449997,152.740005,151.869995,152.300003,152.300003,6643800
3/5/2013,153.100006,153.389999,152.110001,152.380005,152.380005,10804200
3/6/2013,152.169998,153.380005,151.649994,153.229996,153.229996,10856000
3/7/2013,153.020004,153.210007,152.399994,152.690002,152.690002,6586700
3/8/2013,151.610001,153.289993,151.399994,152.710007,152.710007,11859500
3/11/2013,152.820007,153.059998,152.649994,152.990005,152.990005,4810700
3/12/2013,154.070007,154.690002,153.899994,154.190002,154.190002,7265700
3/13/2013,154.259995,154.600006,153.419998,153.660004,153.660004,7436400
3/14/2013,153.020004,154.169998,153.009995,153.679993,153.679993,11410400
3/15/2013,154.119995,154.720001,153.970001,154,154,5701300
3/18/2013,155.699997,155.929993,155,155.380005,155.380005,9302400
3/19/2013,155.220001,156.339996,155.100006,156.080002,156.080002,11023400
3/20/2013,155.529999,155.830002,154.880005,155.369995,155.369995,8221500
3/21/2013,156.169998,156.429993,155.880005,156.25,156.25,4992000
3/22/2013,155.449997,155.990005,155.419998,155.550003,155.550003,4746300
3/25/2013,154.710007,155.570007,154.360001,155.240005,155.240005,6819100
3/26/2013,154.470001,154.910004,154.279999,154.720001,154.720001,7388700
3/27/2013,154.669998,155.619995,154.509995,155.360001,155.360001,6717000
3/28/2013,154.5,154.800003,154.220001,154.449997,154.449997,6851200
4/1/2013,154.570007,154.929993,154.300003,154.669998,154.669998,4288100
4/2/2013,153.089996,153.309998,152.259995,152.429993,152.429993,9398300
4/3/2013,152.020004,152.529999,149.919998,150.729996,150.729996,15740800
4/4/2013,149.649994,150.600006,149.440002,150.289993,150.289993,12429000
